platform,listing_id,title,district,ward,address,price_vnd,house_type,area_m2,electric_price,water_price,wifi_price,other_utilities_price,parking_fee,air_conditioner,water_heater,refrigerator,washing_machine,elevator,balcony_window,pet_allowed,amenities_list,latitude,longitude,contact_phone,image_count,image_urls,listing_url
Rencity.vn,RC_25399,KHÔNG GIAN CÓ BAN CÔNG CỰC THOÁNG TẠI VÂN CANH,Nam Từ Liêm,Xuân Phương,số 1 LK 24 Khu Đô Thị Vân Canh,3300000,Phòng trọ / Căn hộ,25,3800,35000,100000,200000,0,1,1,1,1,0,1,1,Điều hòa; Nóng lạnh; Tủ lạnh; Máy giặt; Giường; Tủ quần áo; Kệ bếp; Ban công; WC riêng; Khóa vân tay; Giờ giấc tự do; Không chung chủ; Cho nuôi thú cưng; Chỗ để xe; Bàn ghế,21.0385476,105.7323092,0333226703,4,https://rencity-dev-bucket.s3-han02.fptcloud.com/images/170b7f84-b79f-44ca-b9b8-8b77c3c14677.webp | https://rencity-dev-bucket.s3-han02.fptcloud.com/images/75a07f74-4664-4952-848d-d8ed9908152b.webp | https://rencity-dev-bucket.s3-han02.fptcloud.com/images/42b2d724-7aad-4029-9399-c0ac4ad162a0.webp | https://rencity-dev-bucket.s3-han02.fptcloud.com/images/06ac8ba0-4556-4d48-a914-0156348c56e1.webp,https://rencity.vn/search?post_id=25399
Rencity.vn,RC_26197,🛏️ PHÒNG 1N1K TIỆN NGHI - ĐẦY ĐỦ ĐỒ DÙNG 🛏️,Thanh Xuân,Định Công,Ngõ 734 Ngách 39 Kim Giang,3600000,1 Phòng Ngủ (1PN/1N1K),30,4000,35000,100000,220000,0,1,1,0,1,1,0,1,Điều hòa; Nóng lạnh; Máy giặt; Giường; Tủ quần áo; Kệ bếp; Giờ giấc tự do; Không chung chủ; Thang máy; Cho nuôi thú cưng; Chỗ để xe; Sofa,20.9781472,105.8200139,0333226703,7,https://rencity-dev-bucket.s3-han02.fptcloud.com/images/53550f64-98d9-401e-bc3c-b12ad7cb47bb.webp | https://rencity-dev-bucket.s3-han02.fptcloud.com/images/41aaeff7-22d2-4158-a0b6-134d553bc1c0.webp | https://rencity-dev-bucket.s3-han02.fptcloud.com/images/82f74e60-26cd-4ce6-9a24-bff3ced24bf1.webp | https://rencity-dev-bucket.s3-han02.fptcloud.com/images/70ee32f8-ffa4-45c4-b7ad-4f8e76f9a60f.webp | https://rencity-dev-bucket.s3-han02.fptcloud.com/images/a476fcec-2732-4483-8e86-4a83e22607e7.webp | https://rencity-dev-bucket.s3-han02.fptcloud.com/images/81b23a99-c9b1-451b-9ca3-0fea14284d4b.webp | https://rencity-dev-bucket.s3-han02.fptcloud.com/images/2d301417-e288-4713-953b-fa62dfe63142.webp,https://rencity.vn/search?post_id=26197
Rencity.vn,RC_26307,PHÒNG TRỌ PCCC AN TOÀN TẠI LẠC LONG QUÂN,Cầu Giấy,Nghĩa Đô,Số 48 Ngõ 445 Lạc Long Quân,6000000,Phòng trọ,37.5,3000,20000,100000,50000,0,1,1,1,1,1,0,0,Điều hòa; Nóng lạnh; Tủ lạnh; Máy giặt; Giường; Tủ quần áo; Kệ bếp; WC riêng; Giờ giấc tự do; Không chung chủ; Thang máy; Chỗ để xe,21.05801383000005,105.80706346900007,0333226703,10,https://rencity-dev-bucket.s3-han02.fptcloud.com/images/5389c6a8-dc4f-40d0-946d-fa2da8032fec.webp | https://rencity-dev-bucket.s3-han02.fptcloud.com/images/9633409b-c4ca-4982-b2e1-00c4f1fe77da.webp | https://rencity-dev-bucket.s3-han02.fptcloud.com/images/4ee0b882-5f56-4912-952b-af1f482ea1a8.webp | https://rencity-dev-bucket.s3-han02.fptcloud.com/images/6599936f-ca95-48b1-8edd-6d9a65fda384.webp | https://rencity-dev-bucket.s3-han02.fptcloud.com/images/222569c7-6f71-4959-a91e-d38d50a5259b.webp | https://rencity-dev-bucket.s3-han02.fptcloud.com/images/14f259df-d768-4a67-841c-88fae7765ac3.webp | https://rencity-dev-bucket.s3-han02.fptcloud.com/images/19ecc4b4-7219-482e-afdd-9be59e9e8275.webp | https://rencity-dev-bucket.s3-han02.fptcloud.com/images/52db14b0-34da-4576-bf9a-bb8e911d3916.webp | https://rencity-dev-bucket.s3-han02.fptcloud.com/images/d0d40bf3-bc43-4055-a6b5-7566a3033406.webp | https://rencity-dev-bucket.s3-han02.fptcloud.com/images/00d2c5ec-589c-426c-822e-5e46eb20e62f.webp,https://rencity.vn/search?post_id=26307
Rencity.vn,RC_23143,CCMN ĐÔNG CÁC RỘNG RÃI HIỆN ĐẠI THOÁNG MÁT,Đống Đa,Ô Chợ Dừa,95 Đông Các,8000000,Chung cư mini (CCMN),45,3800,35000,0,250000,0,1,1,1,1,0,0,0,Điều hòa; Nóng lạnh; Tủ lạnh; Máy giặt; Giường; Tủ quần áo; Kệ bếp; WC riêng; Khóa vân tay; Không chung chủ; Chỗ để xe; Bàn ghế,21.019409361000044,105.82722575200006,0333226703,2,https://rencity-bucket.s3-han02.fptcloud.com/images/df31405b-7cc1-4b4f-9c3d-1aaadeceec70.webp | https://rencity-bucket.s3-han02.fptcloud.com/images/7f7ce947-6486-4107-a12b-69499a231273.webp,https://rencity.vn/search?post_id=23143
Rencity.vn,RC_26694,"PHÒNG 2N1K SIU RẺ, FULL ĐỒ, RỘNG RÃI, MỚI TINH⭐",Thanh Xuân,Khương Đình,40 Bùi Xương Trạch,4500000,2 Phòng Ngủ (2PN/2N1K),30,4000,35000,100000,150000,0,1,1,1,1,1,1,1,Điều hòa; Nóng lạnh; Tủ lạnh; Máy giặt; Giường; Tủ quần áo; Kệ bếp; Ban công; WC riêng; Khóa vân tay; Giờ giấc tự do; Không chung chủ; Thang máy; Cho nuôi thú cưng; Chỗ để xe,20.991058,105.817314,0333226703,6,https://rencity-dev-bucket.s3-han02.fptcloud.com/images/b398abc1-b217-41b4-89c0-d60e10bf6c22.webp | https://rencity-dev-bucket.s3-han02.fptcloud.com/images/6d87a025-8350-4c6e-908b-51ea1e6fa462.webp | https://rencity-dev-bucket.s3-han02.fptcloud.com/images/4176a7dd-562d-4dd4-8a49-5fdfe8055746.webp | https://rencity-dev-bucket.s3-han02.fptcloud.com/images/4b84ed5e-3eb6-4a45-9508-f1137e1109e3.webp | https://rencity-dev-bucket.s3-han02.fptcloud.com/images/16e9a832-897f-4817-89f8-eba28758517c.webp | https://rencity-dev-bucket.s3-han02.fptcloud.com/images/998a7144-6b23-4f38-b34c-fa3198dc6234.webp,https://rencity.vn/search?post_id=26694
Rencity.vn,RC_30723,CHO THUÊ PHÒNG NGHĨA ĐÔ,Hà Đông,Phú Lương,Khu đô thị Đô Nghĩa,2500000,Phòng trọ / Căn hộ,22,4000,120000,50000,60000,0,1,1,0,1,0,1,0,Điều hòa; Nóng lạnh; Máy giặt; Giường; Tủ quần áo; Kệ bếp; Ban công; WC riêng; Khóa vân tay; Giờ giấc tự do; Không chung chủ; Chỗ để xe,20.95100684700003,105.77127987000006,0333226703,2,https://rencity-bucket.s3-han02.fptcloud.com/images/0c21d993-2ebf-4698-8926-e4e562c0d3f7.webp | https://rencity-bucket.s3-han02.fptcloud.com/images/5faa8e47-0424-4518-98ba-ab407c53a013.webp,https://rencity.vn/search?post_id=30723
Rencity.vn,RC_32654,"NHÀ ĐẸP – PHÒNG ĐẸP, THOÁNG MÁT, ĐẦY ĐỦ TIỆN NGHI",Cầu Giấy,Trung Hòa,Ngõ 43 ngách 66 TRUNG KÍNH,6200000,Phòng trọ / Căn hộ,25,4000,35000,100000,150000,100000,1,1,1,0,0,0,0,Điều hòa; Nóng lạnh; Tủ lạnh; Giường; Tủ quần áo; Kệ bếp; WC riêng; Khóa vân tay; Giờ giấc tự do; Không chung chủ; Chỗ để xe,21.012583650555158,105.79853652649297,0333226703,6,https://rencity-bucket.s3-han02.fptcloud.com/images/411e9084-5eb0-407a-8277-c7eacd4f563f.jpg | https://rencity-bucket.s3-han02.fptcloud.com/images/f37983d2-a790-42c1-80d3-aba0cc6b7b4a.jpg | https://rencity-bucket.s3-han02.fptcloud.com/images/4d71a3ee-5ee3-4b0c-8843-dce0ec996698.jpg | https://rencity-bucket.s3-han02.fptcloud.com/images/20b6a511-1c9e-46d0-a2e5-e617be61cd50.jpg | https://rencity-bucket.s3-han02.fptcloud.com/images/0055e432-1817-4531-a557-935e2c3e85d5.jpg | https://rencity-bucket.s3-han02.fptcloud.com/images/4ee7d89c-fd63-498c-9b62-4b133fbb696b.jpg,https://rencity.vn/search?post_id=32654
Rencity.vn,RC_28827,NƠI CHỐN LÍ TƯỞNG NGAY LẠI TẠI NGÕ 20 NGUYỄN CHÁNH,Thanh Xuân,Thanh Xuân Bắc,ngõ 20 Nguyễn Chánh,5800000,Studio khép kín,26,4000,120000,100000,200000,0,1,1,0,1,0,0,0,Điều hòa; Nóng lạnh; Máy giặt; Giường; Tủ quần áo; Kệ bếp; WC riêng; Khóa vân tay; Giờ giấc tự do; Không chung chủ; Chỗ để xe,21.0093503289541,105.79588969070326,0333226703,6,https://rencity-bucket.s3-han02.fptcloud.com/images/41291b5e-37d5-4c69-9d02-d220c7cc4b47.webp | https://rencity-bucket.s3-han02.fptcloud.com/images/1c00ed88-3dbf-4054-ae1d-e08684376e40.webp | https://rencity-bucket.s3-han02.fptcloud.com/images/58b42783-19d4-4049-844d-7103c97edd81.webp | https://rencity-bucket.s3-han02.fptcloud.com/images/7408ad22-498b-49c3-a9ee-713cbe1763ac.webp | https://rencity-bucket.s3-han02.fptcloud.com/images/0a5d7aae-9590-433d-afa2-4aea885b5a60.webp | https://rencity-bucket.s3-han02.fptcloud.com/images/65f1db37-710d-4d1b-bffa-7df95363f613.webp,https://rencity.vn/search?post_id=28827
Rencity.vn,RC_30407,NHÀ TRẦN DUY HƯNG-TIỆN NGHI,Thanh Xuân,Thanh Xuân Bắc,Ngõ 204/5 Trần Duy Hưng,5500000,Phòng trọ / Căn hộ,22,4000,30000,100000,150000,0,1,1,1,0,0,0,0,Điều hòa; Nóng lạnh; Tủ lạnh; Giường; Tủ quần áo; Kệ bếp; WC riêng; Khóa vân tay; Giờ giấc tự do; Không chung chủ; Chỗ để xe; Bàn ghế,21.0088597,105.7969444,0333226703,2,https://rencity-bucket.s3-han02.fptcloud.com/images/9dc297c7-bcc0-436d-9973-bd94fb6464f4.webp | https://rencity-bucket.s3-han02.fptcloud.com/images/9f47dbca-942a-499d-9e5d-df12c7e27e3d.webp,https://rencity.vn/search?post_id=30407
Rencity.vn,RC_28637,NHÀ TRỌ SẠCH ĐẸP TẠI NGÕ 38/26 KHÚC THỪA DỤ,Cầu Giấy,Dịch Vọng,38/26 Khúc Thừa Dụ,3500000,Phòng trọ,23,4200,130000,100000,120000,0,1,1,0,1,0,0,0,Điều hòa; Nóng lạnh; Máy giặt; Tủ quần áo; WC riêng; Giờ giấc tự do; Không chung chủ; Chỗ để xe,21.034158411000078,105.79140960400008,0333226703,3,https://rencity-bucket.s3-han02.fptcloud.com/images/16c802ba-658b-491f-8d16-84ae80e1669b.webp | https://rencity-bucket.s3-han02.fptcloud.com/images/f144b54c-6632-48a8-805a-1c9000c34f12.webp | https://rencity-bucket.s3-han02.fptcloud.com/images/250a0edb-db1c-48e9-89a7-964d1e8d540b.webp,https://rencity.vn/search?post_id=28637
Rencity.vn,RC_32501,🚨🚨CĂN HỘ CAO CẤP MỚI 100% NGAY PHỐ BÙI QUỐC PHÁI 🚨🚨,Hoàng Mai,Hoàng Liệt,Phố Bùi Quốc Phái ( Căn hộ sát khu đô thị Linh Đàm- Hà Nội ),3600000,Gác xép / Duplex,25,4100,30000,100000,150000,0,1,1,1,1,1,1,0,Điều hòa; Nóng lạnh; Tủ lạnh; Máy giặt; Giường; Tủ quần áo; Kệ bếp; Gác xép; Ban công; WC riêng; Khóa vân tay; Giờ giấc tự do; Không chung chủ; An ninh / Bảo vệ; Thang máy; Chỗ để xe,20.964621848849546,105.83044477301637,0333226703,5,https://rencity-bucket.s3-han02.fptcloud.com/images/3db09557-0fdb-4238-a7a6-565de06f6eec.webp | https://rencity-bucket.s3-han02.fptcloud.com/images/81a8e734-ff35-462e-b67d-23708ee525ae.webp | https://rencity-bucket.s3-han02.fptcloud.com/images/292b987c-0e2b-471a-8655-ecfd4f29cb9c.webp | https://rencity-bucket.s3-han02.fptcloud.com/images/26fc8638-0c9d-4c26-af24-e7a6d05bfd11.webp | https://rencity-bucket.s3-han02.fptcloud.com/images/81c27d82-0a15-4889-8583-a524346f8d25.webp,https://rencity.vn/search?post_id=32501
Rencity.vn,RC_27312,"HOMESTAY Ở CẦU GIẤY, GIÁ RẺ, FREE DỊCH VỤ, Ở NGAY",Cầu Giấy,Nghĩa Đô,199 Hồ Tùng Mậu,1600000,Căn hộ dịch vụ,25,0,0,0,0,0,1,1,1,1,0,1,0,Điều hòa; Nóng lạnh; Tủ lạnh; Máy giặt; Giường; Tủ quần áo; Kệ bếp; WC riêng; Khóa vân tay; Giờ giấc tự do; Không chung chủ; Chỗ để xe,21.04032210300005,105.76409984100007,0333226703,7,https://rencity-bucket.s3-han02.fptcloud.com/images/ad2ec260-d500-4de0-a007-ab81c21fb9c9.webp | https://rencity-bucket.s3-han02.fptcloud.com/images/0c5a7b43-3bca-4237-a0c8-330f70e4c2a1.webp | https://rencity-bucket.s3-han02.fptcloud.com/images/da511b2e-23bf-4b8a-8158-94299038c12e.webp | https://rencity-bucket.s3-han02.fptcloud.com/images/306c764c-a978-436a-8980-7922cdb69e16.webp | https://rencity-bucket.s3-han02.fptcloud.com/images/442bdfc8-fe1f-4c1b-b21b-bc0957aa8560.webp | https://rencity-bucket.s3-han02.fptcloud.com/images/2c2aa793-0d8c-46cb-aad6-5c2ba7e41847.webp | https://rencity-bucket.s3-han02.fptcloud.com/images/c9eee390-28fa-4757-8f8c-3a04692c6b4d.webp,https://rencity.vn/search?post_id=27312
Rencity.vn,RC_27473,"NHÀ TRỌ RỘNG RÃI, THOÁNG MÁT Ở PHÚ MỸ",Cầu Giấy,Mai Dịch,Số 24 Ngõ 5/36/37 Phú Mỹ,4350000,Phòng trọ,25,4000,35000,100000,150000,0,1,1,0,1,0,0,1,Điều hòa; Nóng lạnh; Máy giặt; Giường; Tủ quần áo; Kệ bếp; WC riêng; Giờ giấc tự do; Không chung chủ; Cho nuôi thú cưng; Chỗ để xe,21.031091484000058,105.77215309800005,0333226703,6,https://rencity-bucket.s3-han02.fptcloud.com/images/d24fed9e-d784-432a-ad56-a2c6e5f54e6f.png | https://rencity-bucket.s3-han02.fptcloud.com/images/1eaa92ba-c5c2-4840-96c6-a9bae76a4952.png | https://rencity-bucket.s3-han02.fptcloud.com/images/4a928a73-c444-40ee-95ef-7307e26397fb.png | https://rencity-bucket.s3-han02.fptcloud.com/images/cf4c6723-c3e9-4780-a657-5eb860f2ffc3.png | https://rencity-bucket.s3-han02.fptcloud.com/images/3703e5ea-32b5-4ed5-86fd-fc2b85154772.png | https://rencity-bucket.s3-han02.fptcloud.com/images/f3df36d7-af4a-4f4a-9af6-c59608452491.png,https://rencity.vn/search?post_id=27473
Rencity.vn,RC_32722,"CÓ PHÒNG CHO THUÊ TẠI Địa chỉ:  ngõ 67 Đình thôn, Từ Liêm, Hà Nội (gần keangnam)",Cầu Giấy,Mai Dịch,"số 6 ngõ 67 Đình thôn, Từ Liêm, Hà Nội",6000000,1 Phòng Ngủ (1PN/1N1K),30,4000,140000,100000,150000,100000,1,1,1,1,1,0,0,Điều hòa; Nóng lạnh; Tủ lạnh; Máy giặt; Giường; Tủ quần áo; Kệ bếp; WC riêng; Giờ giấc tự do; Không chung chủ; Thang máy; Chỗ để xe,21.034081708852824,105.76584106931152,0333226703,5,https://rencity-bucket.s3-han02.fptcloud.com/images/90ff3203-713f-4f2d-a6eb-af8476520b32.jpg | https://rencity-bucket.s3-han02.fptcloud.com/images/db6cd47f-a6a9-4756-8cc5-5f6ade472997.jpg | https://rencity-bucket.s3-han02.fptcloud.com/images/e2e60f5b-6093-4f44-9583-a839a375fcb7.jpg | https://rencity-bucket.s3-han02.fptcloud.com/images/1125f05c-4f89-4b97-9749-41e6b256e410.jpg | https://rencity-bucket.s3-han02.fptcloud.com/images/e92d9f80-25d3-4793-96f9-fb8e5198759b.jpg,https://rencity.vn/search?post_id=32722
Rencity.vn,RC_26958,CHỐN NGHỈ NGƠI THOÁNG MÁT Ở CHÙA LÁNG,Ba Đình,Giảng Võ,185 Chùa Láng,6500000,Phòng trọ / Căn hộ,35,3800,100000,100000,210000,0,1,1,0,1,0,0,1,Điều hòa; Nóng lạnh; Máy giặt; Giường; Tủ quần áo; Kệ bếp; WC riêng; Khóa vân tay; Giờ giấc tự do; Không chung chủ; Cho nuôi thú cưng; Chỗ để xe,21.022869,105.801209,0333226703,3,https://rencity-bucket.s3-han02.fptcloud.com/images/d9d9a54f-7309-425a-ad48-f2468476a0f3.jpg | https://rencity-bucket.s3-han02.fptcloud.com/images/99967cae-3aa2-4ce6-8c77-6bd61e358f0f.jpg | https://rencity-bucket.s3-han02.fptcloud.com/images/9063fa43-fa59-4774-aadd-98ff23acca71.jpg,https://rencity.vn/search?post_id=26958
Rencity.vn,RC_26971,CCMN DỄ THƯƠNG CÓ BAN CÔNG Ở ĐÌNH THÔN,Cầu Giấy,Yên Hòa,2B ngõ 105 Đình Thôn,5000000,Chung cư mini (CCMN),32.5,3800,35000,100000,170000,0,1,1,1,1,1,1,1,Điều hòa; Nóng lạnh; Tủ lạnh; Máy giặt; Giường; Tủ quần áo; Kệ bếp; Ban công; WC riêng; Khóa vân tay; Giờ giấc tự do; Không chung chủ; Thang máy; Cho nuôi thú cưng; Chỗ để xe,21.018900275000078,105.77702675600005,0333226703,3,https://rencity-bucket.s3-han02.fptcloud.com/images/1dda5183-a78b-49a6-b36b-1e3cf2d63699.jpg | https://rencity-bucket.s3-han02.fptcloud.com/images/3b0b4432-a8ab-44ef-b509-c4e0156f8568.jpg | https://rencity-bucket.s3-han02.fptcloud.com/images/eb07a0cf-907d-4ff4-821f-e780d03e6cb0.jpg,https://rencity.vn/search?post_id=26971
Rencity.vn,RC_26974,"PHÒNG ĐƠN, PHÒNG 1N1K TIỆN NGHI Ở NGUYỄN NGỌC VŨ",Thanh Xuân,Nhân Chính,Ngõ 31 Nguyễn Ngọc Vũ,5500000,1 Phòng Ngủ (1PN/1N1K),35,3800,35000,100000,150000,0,1,1,1,1,1,0,1,Điều hòa; Nóng lạnh; Tủ lạnh; Máy giặt; Giường; Tủ quần áo; Kệ bếp; WC riêng; Khóa vân tay; Giờ giấc tự do; Không chung chủ; Thang máy; Cho nuôi thú cưng; Chỗ để xe,21.008985722502835,105.8121315874998,0333226703,1,https://rencity-bucket.s3-han02.fptcloud.com/images/18c861c1-7984-4241-a0c6-8857bbf550a5.png,https://rencity.vn/search?post_id=26974
Rencity.vn,RC_28008,CĂN PHÒNG CÓ BAN CÔNG THOÁNG TẠI. MỸ ĐÌNH,Nam Từ Liêm,Mỹ Đình 1,"Số 18 ngõ 394 đường Mỹ Đình, P. Mỹ Đình 1",4500000,Studio khép kín,25,4000,35000,100000,170000,0,1,1,0,1,1,0,0,Điều hòa; Nóng lạnh; Máy giặt; Giường; Tủ quần áo; Kệ bếp; WC riêng; Giờ giấc tự do; Không chung chủ; Thang máy; Chỗ để xe,21.0212681,105.7745439,0333226703,7,https://rencity-bucket.s3-han02.fptcloud.com/images/6bceaff6-3491-42a9-84d6-c1b02de080af.webp | https://rencity-bucket.s3-han02.fptcloud.com/images/354de6de-8bb8-4f59-b7da-40f9da29b285.webp | https://rencity-bucket.s3-han02.fptcloud.com/images/fde1b76f-48af-41b9-b3a3-e877be2b03a7.webp | https://rencity-bucket.s3-han02.fptcloud.com/images/6c7ff794-759b-48b3-b5b6-dda577028a0c.webp | https://rencity-bucket.s3-han02.fptcloud.com/images/1db304e3-3d2e-4e10-8c2f-b69cf13df9d7.webp | https://rencity-bucket.s3-han02.fptcloud.com/images/07129369-108e-413e-8e73-bb1a05c4c0fe.webp | https://rencity-bucket.s3-han02.fptcloud.com/images/41cccacb-f5c0-4261-818f-512238661f2d.webp,https://rencity.vn/search?post_id=28008
Rencity.vn,RC_29698,NGUYÊN NHÀ MỚI KHAI TRƯƠNG TẠI 409 KIM MÃ,Ba Đình,Ngọc Khánh,Số 109D ngõ 409 Kim Mã,4800000,Phòng trọ / Căn hộ,25,4000,120000,100000,200000,0,1,1,1,1,1,1,0,Điều hòa; Nóng lạnh; Tủ lạnh; Máy giặt; Giường; Tủ quần áo; Kệ bếp; Ban công; WC riêng; Khóa vân tay; Giờ giấc tự do; Không chung chủ; Thang máy; Chỗ để xe; Sofa,21.0290191,105.8156869,0333226703,2,https://rencity-bucket.s3-han02.fptcloud.com/images/04502011-c2af-4985-9304-b7a60dbf078c.jpg | https://rencity-bucket.s3-han02.fptcloud.com/images/6a42321e-8c2c-4dbd-9a9c-5b59c139cc0c.jpg,https://rencity.vn/search?post_id=29698
Rencity.vn,RC_29734,📦 CĂN HỘ NHỎ –TIỆN ÍCH LỚN –HỢP CẶP ĐÔI HOẶC Ở 1,Thanh Xuân,Thanh Xuân Bắc,ngõ 28/8 Đại Linh,4700000,Căn hộ dịch vụ,22,4000,20000,100000,50000,0,1,1,0,1,1,0,0,Điều hòa; Nóng lạnh; Máy giặt; Giường; Tủ quần áo; Kệ bếp; WC riêng; Giờ giấc tự do; Không chung chủ; Thang máy; Chỗ để xe,20.9941725,105.7763125,0333226703,4,https://rencity-bucket.s3-han02.fptcloud.com/images/58da1789-32a3-4dfc-8b53-02aa34354e6d.webp | https://rencity-bucket.s3-han02.fptcloud.com/images/81483e05-17b1-4ebc-8513-9eabe42809c0.webp | https://rencity-bucket.s3-han02.fptcloud.com/images/bc2a7c85-616c-4e38-a3da-f169ea5d590d.webp | https://rencity-bucket.s3-han02.fptcloud.com/images/5b64d957-1b2b-4350-bd56-0cd51be1c97e.webp,https://rencity.vn/search?post_id=29734
Rencity.vn,RC_29918,NHÀ MỚI KHAI TRƯƠNG-YÊN DUYÊN,Hoàng Mai,Lĩnh Nam,ngõ 83 Yên Duyên,4300000,Phòng trọ / Căn hộ,22,4000,35000,100000,150000,0,1,1,1,1,1,1,0,Điều hòa; Nóng lạnh; Tủ lạnh; Máy giặt; Giường; Tủ quần áo; Kệ bếp; Ban công; WC riêng; Khóa vân tay; Giờ giấc tự do; Không chung chủ; Thang máy; Chỗ để xe; Bàn ghế,20.97223076900285,105.86953574499981,0333226703,5,https://rencity-bucket.s3-han02.fptcloud.com/images/d3d613ef-23ed-46a3-9e55-25d7b21f637d.webp | https://rencity-bucket.s3-han02.fptcloud.com/images/6ae2c071-a595-42d6-b0e4-f9ae8f0abb48.webp | https://rencity-bucket.s3-han02.fptcloud.com/images/6447d851-8aea-4dee-8f76-03754a1399f8.webp | https://rencity-bucket.s3-han02.fptcloud.com/images/38ae40e3-2a58-4d69-9c29-c7e6d0122b8f.webp | https://rencity-bucket.s3-han02.fptcloud.com/images/1fb0a86d-b490-4edf-85c9-13136d2a9d14.webp,https://rencity.vn/search?post_id=29918
Rencity.vn,RC_30787,KHAI TRƯƠNG NHÀ MỚI-KHÂM THIÊN CÓ BAN CÔNG,Đống Đa,Kim Liên,113 Ngõ Chợ Khâm Thiên,7900000,Phòng trọ / Căn hộ,42,4000,35000,100000,170000,0,1,1,1,1,0,0,0,Điều hòa; Nóng lạnh; Tủ lạnh; Máy giặt; Giường; Tủ quần áo; Kệ bếp; Chỗ để xe; Sofa,21.016531431000033,105.83826284400004,0333226703,10,https://rencity-bucket.s3-han02.fptcloud.com/images/0cb87856-2cc7-487f-be3d-2bc8c1aa2367.webp | https://rencity-bucket.s3-han02.fptcloud.com/images/5b266343-ae3f-48bb-b74f-d2036f6b1595.webp | https://rencity-bucket.s3-han02.fptcloud.com/images/a15d6722-6ac6-4f3d-8672-bb60426e65da.webp | https://rencity-bucket.s3-han02.fptcloud.com/images/63b0814c-e61a-4b7a-a036-da910294d6a1.webp | https://rencity-bucket.s3-han02.fptcloud.com/images/58888f02-653f-4e2c-b15c-9b736245d5b3.webp | https://rencity-bucket.s3-han02.fptcloud.com/images/5aaf1b90-aff8-4ce5-9d6c-5c94893753a8.webp | https://rencity-bucket.s3-han02.fptcloud.com/images/173deaab-b9c4-49b5-9989-346e6c707b0c.webp | https://rencity-bucket.s3-han02.fptcloud.com/images/23dcb271-7731-4f97-8236-1e8c0b673ecf.webp | https://rencity-bucket.s3-han02.fptcloud.com/images/be8c9e73-ae31-42ac-afd3-f3c2b6aa55e4.webp | https://rencity-bucket.s3-han02.fptcloud.com/images/ea8ce2e7-1561-4aae-a649-6b534e5f8f9e.webp,https://rencity.vn/search?post_id=30787
Rencity.vn,RC_31087,CHO THUÊ NHÀ XÃ ĐÀN-MỚI TINH,Đống Đa,Kim Liên,Ngõ 198 Xã Đàn,5500000,Phòng trọ / Căn hộ,26,4000,35000,100000,150000,100000,1,1,1,1,0,0,0,Điều hòa; Nóng lạnh; Tủ lạnh; Máy giặt; Giường; Tủ quần áo; Kệ bếp; WC riêng; Khóa vân tay; Giờ giấc tự do; Không chung chủ; Chỗ để xe,21.012059204847702,105.83852535514018,0333226703,7,https://rencity-bucket.s3-han02.fptcloud.com/images/fc099423-c78c-4b12-9677-0d192a904d4b.webp | https://rencity-bucket.s3-han02.fptcloud.com/images/1bb3d45c-7153-4963-8efa-fa02192b0c81.webp | https://rencity-bucket.s3-han02.fptcloud.com/images/45a80902-4ed0-4fa0-a900-6a596faed451.webp | https://rencity-bucket.s3-han02.fptcloud.com/images/0c71e0af-dace-4eca-a3ae-efd1311ee419.webp | https://rencity-bucket.s3-han02.fptcloud.com/images/6ed7901c-741b-4cf0-ac54-5a2946f941bf.webp | https://rencity-bucket.s3-han02.fptcloud.com/images/5e633e58-12e3-46ef-a5af-be8eb8a0083b.webp | https://rencity-bucket.s3-han02.fptcloud.com/images/96383f7d-d147-4d36-b64f-2c2142cbc422.webp,https://rencity.vn/search?post_id=31087
Rencity.vn,RC_31683,NHÀ DOÃN KẾ THIỆN-BAN CÔNG RỘNG,Cầu Giấy,Nghĩa Đô,ngõ 25 Doãn Kế Thiện,5500000,Phòng trọ / Căn hộ,30,4000,150000,100000,200000,100000,1,1,1,1,0,1,1,Điều hòa; Nóng lạnh; Tủ lạnh; Máy giặt; Giường; Tủ quần áo; Kệ bếp; Ban công; WC riêng; Khóa vân tay; Giờ giấc tự do; Không chung chủ; Cho nuôi thú cưng; Chỗ để xe,21.040593139464733,105.77958184138875,0333226703,6,https://rencity-bucket.s3-han02.fptcloud.com/images/18c73853-a0ae-48c5-8b82-f35565ea4825.webp | https://rencity-bucket.s3-han02.fptcloud.com/images/c12dca82-9992-482e-9954-700643ea0a69.webp | https://rencity-bucket.s3-han02.fptcloud.com/images/f6c88743-2f5e-4430-b6d4-2028f0674f59.webp | https://rencity-bucket.s3-han02.fptcloud.com/images/b89a80a7-d017-4383-8319-c88fa489404a.webp | https://rencity-bucket.s3-han02.fptcloud.com/images/c570212c-ebc9-49d1-9459-ea28ba66518b.webp | https://rencity-bucket.s3-han02.fptcloud.com/images/5fe5fec0-e3ea-4683-af5b-5a70163033b4.webp,https://rencity.vn/search?post_id=31683
